FREQ,INDICATOR,REF_AREA,UNIT,TIME_PERIOD,value
A,EN_ATM_HFCE,AUT,Gg_CO2,2003,1073.40827085611
A,EN_ATM_HFCE,AUT,Gg_CO2,2004,1160.21081066843
A,EN_ATM_HFCE,AUT,Gg_CO2,2005,1148.3280217843
A,EN_ATM_HFCE,AUT,Gg_CO2,2006,1155.23316080152
A,EN_ATM_HFCE,AUT,Gg_CO2,2007,1198.41302699172
A,EN_ATM_HFCE,AUT,Gg_CO2,2008,1249.71221818006
A,EN_ATM_HFCE,AUT,Gg_CO2,2009,1310.44035565183
A,EN_ATM_HFCE,AUT,Gg_CO2,2010,1485.66245409008
A,EN_ATM_HFCE,AUT,Gg_CO2,2011,1413.92689794688
A,EN_ATM_HFCE,AUT,Gg_CO2,2012,1492.35613238197
A,EN_ATM_HFCE,AUT,Gg_CO2,2013,1519.63273370759
A,EN_ATM_HFCE,AUT,Gg_CO2,2014,1586.61243814775
A,EN_ATM_HFCE,AUT,Gg_CO2,2015,1615.85985390194
A,EN_ATM_HFCE,AUT,Gg_CO2,2016,1632.19947272989
A,EN_ATM_HFCE,AUT,Gg_CO2,2017,1724.77361301596
A,EN_ATM_HFCE,BEL,Gg_CO2,1992,477.203669957195
A,EN_ATM_HFCE,BEL,Gg_CO2,1993,477.203669957195
A,EN_ATM_HFCE,BEL,Gg_CO2,1994,489.62053934581
A,EN_ATM_HFCE,BEL,Gg_CO2,1995,490.313894888383
A,EN_ATM_HFCE,BEL,Gg_CO2,1996,585.85419975339
A,EN_ATM_HFCE,BEL,Gg_CO2,1997,710.647533508612
A,EN_ATM_HFCE,BEL,Gg_CO2,1998,872.146668507379
A,EN_ATM_HFCE,BEL,Gg_CO2,1999,943.015150702884
A,EN_ATM_HFCE,BEL,Gg_CO2,2000,1144.09324989612
A,EN_ATM_HFCE,BEL,Gg_CO2,2001,1226.84752143918
A,EN_ATM_HFCE,BEL,Gg_CO2,2002,1461.87108734813
A,EN_ATM_HFCE,BEL,Gg_CO2,2003,1651.72955512259
A,EN_ATM_HFCE,BEL,Gg_CO2,2004,1732.71332625936
A,EN_ATM_HFCE,BEL,Gg_CO2,2005,1789.9053643323
A,EN_ATM_HFCE,BEL,Gg_CO2,2006,1923.39024115024
A,EN_ATM_HFCE,BEL,Gg_CO2,2007,2144.11020117239
A,EN_ATM_HFCE,BEL,Gg_CO2,2008,2271.87032609073
A,EN_ATM_HFCE,BEL,Gg_CO2,2009,2431.92950456437
A,EN_ATM_HFCE,BEL,Gg_CO2,2010,2549.05422068132
A,EN_ATM_HFCE,BEL,Gg_CO2,2011,2659.13419488795
A,EN_ATM_HFCE,BEL,Gg_CO2,2012,2778.92563976886
A,EN_ATM_HFCE,BEL,Gg_CO2,2013,2778.82953229168
A,EN_ATM_HFCE,BEL,Gg_CO2,2014,2892.5878446757
A,EN_ATM_HFCE,BEL,Gg_CO2,2015,2886.51140224619
A,EN_ATM_HFCE,BEL,Gg_CO2,2016,2835.70736351819
A,EN_ATM_HFCE,BEL,Gg_CO2,2017,2805.38541117491
A,EN_ATM_HFCE,BGR,Gg_CO2,1991,0.003135561
A,EN_ATM_HFCE,BGR,Gg_CO2,1992,0.010681702317
A,EN_ATM_HFCE,BGR,Gg_CO2,1993,0.02303703221005
A,EN_ATM_HFCE,BGR,Gg_CO2,1994,1.09677551311342
A,EN_ATM_HFCE,BGR,Gg_CO2,1995,3.32842472977408
A,EN_ATM_HFCE,BGR,Gg_CO2,1996,5.84327890930476
A,EN_ATM_HFCE,BGR,Gg_CO2,1997,9.28261237252784
A,EN_ATM_HFCE,BGR,Gg_CO2,1998,15.0698475767498
A,EN_ATM_HFCE,BGR,Gg_CO2,1999,21.5942747737281
A,EN_ATM_HFCE,BGR,Gg_CO2,2000,33.0239154018775
A,EN_ATM_HFCE,BGR,Gg_CO2,2001,45.6749720819561
A,EN_ATM_HFCE,BGR,Gg_CO2,2002,61.2998840883017
A,EN_ATM_HFCE,BGR,Gg_CO2,2003,83.7448899466314
A,EN_ATM_HFCE,BGR,Gg_CO2,2004,119.921830332935
A,EN_ATM_HFCE,BGR,Gg_CO2,2005,195.161822792268
A,EN_ATM_HFCE,BGR,Gg_CO2,2006,297.105470434467
A,EN_ATM_HFCE,BGR,Gg_CO2,2007,385.794825050179
A,EN_ATM_HFCE,BGR,Gg_CO2,2008,625.89211168682
A,EN_ATM_HFCE,BGR,Gg_CO2,2009,639.113284107228
A,EN_ATM_HFCE,BGR,Gg_CO2,2010,663.046051551738
A,EN_ATM_HFCE,BGR,Gg_CO2,2011,752.68182263632
A,EN_ATM_HFCE,BGR,Gg_CO2,2012,823.140648346831
A,EN_ATM_HFCE,BGR,Gg_CO2,2013,968.372474878974
A,EN_ATM_HFCE,BGR,Gg_CO2,2014,1107.95968186709
A,EN_ATM_HFCE,BGR,Gg_CO2,2015,1222.10183237006
A,EN_ATM_HFCE,BGR,Gg_CO2,2016,1399.9904499793
A,EN_ATM_HFCE,BGR,Gg_CO2,2017,1817.89493323048
A,EN_ATM_HFCE,CAN,Gg_CO2,1990,970.540192
A,EN_ATM_HFCE,CAN,Gg_CO2,1991,1056.6608
A,EN_ATM_HFCE,CAN,Gg_CO2,1992,829.7768
A,EN_ATM_HFCE,CAN,Gg_CO2,1995,460.505097239537
A,EN_ATM_HFCE,CAN,Gg_CO2,1996,810.624954718478
A,EN_ATM_HFCE,CAN,Gg_CO2,1997,1122.30349100694
A,EN_ATM_HFCE,CAN,Gg_CO2,1998,1620.11150727323
A,EN_ATM_HFCE,CAN,Gg_CO2,1999,2160.36452105141
A,EN_ATM_HFCE,CAN,Gg_CO2,2000,2754.84203983593
A,EN_ATM_HFCE,CAN,Gg_CO2,2001,3159.2956287521
A,EN_ATM_HFCE,CAN,Gg_CO2,2002,3607.06766099863
A,EN_ATM_HFCE,CAN,Gg_CO2,2003,3979.85765304976
A,EN_ATM_HFCE,CAN,Gg_CO2,2004,4584.77356780635
A,EN_ATM_HFCE,CAN,Gg_CO2,2005,5098.0811456535
A,EN_ATM_HFCE,CAN,Gg_CO2,2006,5366.0893994779
A,EN_ATM_HFCE,CAN,Gg_CO2,2007,6036.19031510032
A,EN_ATM_HFCE,CAN,Gg_CO2,2008,6077.83257252832
A,EN_ATM_HFCE,CAN,Gg_CO2,2009,6808.34213432895
A,EN_ATM_HFCE,CAN,Gg_CO2,2010,7774.50014333435
A,EN_ATM_HFCE,CAN,Gg_CO2,2011,8599.04861159761
A,EN_ATM_HFCE,CAN,Gg_CO2,2012,9079.56061129903
A,EN_ATM_HFCE,CAN,Gg_CO2,2013,9440.55686929775
A,EN_ATM_HFCE,CAN,Gg_CO2,2014,10084.9768479853
A,EN_ATM_HFCE,CAN,Gg_CO2,2015,11047.1246650785
A,EN_ATM_HFCE,CAN,Gg_CO2,2016,12023.4086766913
A,EN_ATM_HFCE,CAN,Gg_CO2,2017,12573.4580447529
A,EN_ATM_HFCE,CHE,Gg_CO2,1990,0.02478119072
A,EN_ATM_HFCE,CHE,Gg_CO2,1991,1.46748786626481
A,EN_ATM_HFCE,CHE,Gg_CO2,1992,15.3797734696642
A,EN_ATM_HFCE,CHE,Gg_CO2,1993,32.1476967648344
A,EN_ATM_HFCE,CHE,Gg_CO2,1994,78.9476423674099
A,EN_ATM_HFCE,CHE,Gg_CO2,1995,241.962416566925
A,EN_ATM_HFCE,CHE,Gg_CO2,1996,293.818211285682
A,EN_ATM_HFCE,CHE,Gg_CO2,1997,358.188221422852
A,EN_ATM_HFCE,CHE,Gg_CO2,1998,453.596353349542
A,EN_ATM_HFCE,CHE,Gg_CO2,1999,531.180553455148
A,EN_ATM_HFCE,CHE,Gg_CO2,2000,633.909123697408
A,EN_ATM_HFCE,CHE,Gg_CO2,2001,733.484282015326
A,EN_ATM_HFCE,CHE,Gg_CO2,2002,821.616346571205
A,EN_ATM_HFCE,CHE,Gg_CO2,2003,907.777060851628
A,EN_ATM_HFCE,CHE,Gg_CO2,2004,1008.79918367753
A,EN_ATM_HFCE,CHE,Gg_CO2,2005,1048.61073679392
A,EN_ATM_HFCE,CHE,Gg_CO2,2006,1159.29659231953
A,EN_ATM_HFCE,CHE,Gg_CO2,2007,1254.57525411644
A,EN_ATM_HFCE,CHE,Gg_CO2,2008,1273.86195321289
A,EN_ATM_HFCE,CHE,Gg_CO2,2009,1271.33640813504
A,EN_ATM_HFCE,CHE,Gg_CO2,2010,1307.87279094442
A,EN_ATM_HFCE,CHE,Gg_CO2,2011,1381.14267320476
A,EN_ATM_HFCE,CHE,Gg_CO2,2012,1454.52719012938
A,EN_ATM_HFCE,CHE,Gg_CO2,2013,1435.63621038093
A,EN_ATM_HFCE,CHE,Gg_CO2,2014,1471.74325342534
A,EN_ATM_HFCE,CHE,Gg_CO2,2015,1513.59982643982
A,EN_ATM_HFCE,CHE,Gg_CO2,2016,1490.85523266334
A,EN_ATM_HFCE,CHE,Gg_CO2,2017,1511.70005629169
A,EN_ATM_HFCE,CYP,Gg_CO2,1990,63.884515470783
A,EN_ATM_HFCE,CYP,Gg_CO2,1991,76.0242280985949
A,EN_ATM_HFCE,CYP,Gg_CO2,1992,84.4180533783413
A,EN_ATM_HFCE,CYP,Gg_CO2,1993,79.1414579975904
A,EN_ATM_HFCE,CYP,Gg_CO2,1994,82.1954999103639
A,EN_ATM_HFCE,CYP,Gg_CO2,1995,91.9182880957364
A,EN_ATM_HFCE,CYP,Gg_CO2,1996,95.9608322587024
A,EN_ATM_HFCE,CYP,Gg_CO2,1997,99.693192683306
A,EN_ATM_HFCE,CYP,Gg_CO2,1998,105.783465856521
A,EN_ATM_HFCE,CYP,Gg_CO2,1999,116.67196689524
A,EN_ATM_HFCE,CYP,Gg_CO2,2000,120.211639243493
A,EN_ATM_HFCE,CYP,Gg_CO2,2001,121.572216245312
A,EN_ATM_HFCE,CYP,Gg_CO2,2002,129.793849559267
A,EN_ATM_HFCE,CYP,Gg_CO2,2003,134.152761418982
A,EN_ATM_HFCE,CYP,Gg_CO2,2004,146.334495352377
A,EN_ATM_HFCE,CYP,Gg_CO2,2005,194.118359188427
A,EN_ATM_HFCE,CYP,Gg_CO2,2006,197.78759592478
A,EN_ATM_HFCE,CYP,Gg_CO2,2007,224.537512872842
A,EN_ATM_HFCE,CYP,Gg_CO2,2008,217.340340285661
A,EN_ATM_HFCE,CYP,Gg_CO2,2009,224.51595966599
A,EN_ATM_HFCE,CYP,Gg_CO2,2010,245.647825743992
A,EN_ATM_HFCE,CYP,Gg_CO2,2011,219.43146991812
A,EN_ATM_HFCE,CYP,Gg_CO2,2012,222.12808377254
A,EN_ATM_HFCE,CYP,Gg_CO2,2013,214.831862295628
A,EN_ATM_HFCE,CYP,Gg_CO2,2014,213.030530729607
A,EN_ATM_HFCE,CYP,Gg_CO2,2015,250.454490726539
A,EN_ATM_HFCE,CYP,Gg_CO2,2016,245.28075957861
A,EN_ATM_HFCE,CYP,Gg_CO2,2017,249.564518358099
A,EN_ATM_HFCE,CZE,Gg_CO2,1995,27.1364580729485
A,EN_ATM_HFCE,CZE,Gg_CO2,1996,87.5084644779063
A,EN_ATM_HFCE,CZE,Gg_CO2,1997,193.549353282954
A,EN_ATM_HFCE,CZE,Gg_CO2,1998,264.80707644314
A,EN_ATM_HFCE,CZE,Gg_CO2,1999,324.766997264542
A,EN_ATM_HFCE,CZE,Gg_CO2,2000,444.513535088123
A,EN_ATM_HFCE,CZE,Gg_CO2,2001,561.527711816952
A,EN_ATM_HFCE,CZE,Gg_CO2,2002,682.355796394448
A,EN_ATM_HFCE,CZE,Gg_CO2,2003,820.069744638222
A,EN_ATM_HFCE,CZE,Gg_CO2,2004,921.908735801866
A,EN_ATM_HFCE,CZE,Gg_CO2,2005,1037.0432157002
A,EN_ATM_HFCE,CZE,Gg_CO2,2006,1308.41252771845
A,EN_ATM_HFCE,CZE,Gg_CO2,2007,1716.51029105544
A,EN_ATM_HFCE,CZE,Gg_CO2,2008,2009.94413127423
A,EN_ATM_HFCE,CZE,Gg_CO2,2009,2090.49159583655
A,EN_ATM_HFCE,CZE,Gg_CO2,2010,2381.06570759957
A,EN_ATM_HFCE,CZE,Gg_CO2,2011,2639.19863193139
A,EN_ATM_HFCE,CZE,Gg_CO2,2012,2757.65748323251
A,EN_ATM_HFCE,CZE,Gg_CO2,2013,2906.5978230983
A,EN_ATM_HFCE,CZE,Gg_CO2,2014,3104.76721558639
A,EN_ATM_HFCE,CZE,Gg_CO2,2015,3317.83240935688
A,EN_ATM_HFCE,CZE,Gg_CO2,2016,3462.57790790772
A,EN_ATM_HFCE,CZE,Gg_CO2,2017,3640.80007716804
A,EN_ATM_HFCE,DEU,Gg_CO2,1991,3.0020062644
A,EN_ATM_HFCE,DEU,Gg_CO2,1992,252.0444590521
A,EN_ATM_HFCE,DEU,Gg_CO2,1993,2467.64691223775
A,EN_ATM_HFCE,DEU,Gg_CO2,1994,2667.14257438615
A,EN_ATM_HFCE,DEU,Gg_CO2,1995,2597.2982400884
A,EN_ATM_HFCE,DEU,Gg_CO2,1996,3388.67625603985
A,EN_ATM_HFCE,DEU,Gg_CO2,1997,4137.41557638474
A,EN_ATM_HFCE,DEU,Gg_CO2,1998,4853.14226925822
A,EN_ATM_HFCE,DEU,Gg_CO2,1999,5183.15083861835
A,EN_ATM_HFCE,DEU,Gg_CO2,2000,6008.86023889233
A,EN_ATM_HFCE,DEU,Gg_CO2,2001,7434.98248633516
A,EN_ATM_HFCE,DEU,Gg_CO2,2002,8076.73993097778
A,EN_ATM_HFCE,DEU,Gg_CO2,2003,8282.01271822557
A,EN_ATM_HFCE,DEU,Gg_CO2,2004,8730.1723902465
A,EN_ATM_HFCE,DEU,Gg_CO2,2005,8987.66109369749
A,EN_ATM_HFCE,DEU,Gg_CO2,2006,9347.69067723775
A,EN_ATM_HFCE,DEU,Gg_CO2,2007,9781.37468655499
A,EN_ATM_HFCE,DEU,Gg_CO2,2008,9737.98719790857
A,EN_ATM_HFCE,DEU,Gg_CO2,2009,9997.51285368798
A,EN_ATM_HFCE,DEU,Gg_CO2,2010,10332.1347738044
A,EN_ATM_HFCE,DEU,Gg_CO2,2011,10747.6428640531
A,EN_ATM_HFCE,DEU,Gg_CO2,2012,10919.5207965479
A,EN_ATM_HFCE,DEU,Gg_CO2,2013,10922.8261125788
A,EN_ATM_HFCE,DEU,Gg_CO2,2014,11092.7511782102
A,EN_ATM_HFCE,DEU,Gg_CO2,2015,11296.1591321535
A,EN_ATM_HFCE,DEU,Gg_CO2,2016,11258.4757517595
A,EN_ATM_HFCE,DEU,Gg_CO2,2017,11010.8149603833
A,EN_ATM_HFCE,DNK,Gg_CO2,1992,3.82974
A,EN_ATM_HFCE,DNK,Gg_CO2,1993,110.032702235025
A,EN_ATM_HFCE,DNK,Gg_CO2,1994,157.381333726275
A,EN_ATM_HFCE,DNK,Gg_CO2,1995,257.891188809333
A,EN_ATM_HFCE,DNK,Gg_CO2,1996,399.405914218115
A,EN_ATM_HFCE,DNK,Gg_CO2,1997,398.715295837303
A,EN_ATM_HFCE,DNK,Gg_CO2,1998,532.46086060913
A,EN_ATM_HFCE,DNK,Gg_CO2,1999,678.259767856194
A,EN_ATM_HFCE,DNK,Gg_CO2,2000,773.865569593276
A,EN_ATM_HFCE,DNK,Gg_CO2,2001,766.173998397895
A,EN_ATM_HFCE,DNK,Gg_CO2,2002,800.005447247666
A,EN_ATM_HFCE,DNK,Gg_CO2,2003,817.516672075338
A,EN_ATM_HFCE,DNK,Gg_CO2,2004,874.167077378255
A,EN_ATM_HFCE,DNK,Gg_CO2,2005,924.174007793537
A,EN_ATM_HFCE,DNK,Gg_CO2,2006,946.881490928776
A,EN_ATM_HFCE,DNK,Gg_CO2,2007,981.46434933777
A,EN_ATM_HFCE,DNK,Gg_CO2,2008,981.575374019348
A,EN_ATM_HFCE,DNK,Gg_CO2,2009,1003.77664656292
A,EN_ATM_HFCE,DNK,Gg_CO2,2010,851.625410363976
A,EN_ATM_HFCE,DNK,Gg_CO2,2011,773.379673249419
A,EN_ATM_HFCE,DNK,Gg_CO2,2012,779.056256207344
A,EN_ATM_HFCE,DNK,Gg_CO2,2013,711.465744877388
A,EN_ATM_HFCE,DNK,Gg_CO2,2014,657.768566163348
A,EN_ATM_HFCE,DNK,Gg_CO2,2015,513.673005086136
A,EN_ATM_HFCE,DNK,Gg_CO2,2016,565.204645629001
A,EN_ATM_HFCE,DNK,Gg_CO2,2017,472.272339886185
A,EN_ATM_HFCE,ESP,Gg_CO2,1990,3039.9199969808
A,EN_ATM_HFCE,ESP,Gg_CO2,1991,2756.3519989344
A,EN_ATM_HFCE,ESP,Gg_CO2,1992,3494.5760016428
A,EN_ATM_HFCE,ESP,Gg_CO2,1993,2856.4000047064
A,EN_ATM_HFCE,ESP,Gg_CO2,1994,4373.4000052688
A,EN_ATM_HFCE,ESP,Gg_CO2,1995,5867.63748943316
A,EN_ATM_HFCE,ESP,Gg_CO2,1996,6869.56557580161
A,EN_ATM_HFCE,ESP,Gg_CO2,1997,8283.22398396215
A,EN_ATM_HFCE,ESP,Gg_CO2,1998,8595.49218670848
A,EN_ATM_HFCE,ESP,Gg_CO2,1999,10553.8219972744
A,EN_ATM_HFCE,ESP,Gg_CO2,2000,12253.5936776412
A,EN_ATM_HFCE,ESP,Gg_CO2,2001,9047.15435069881
A,EN_ATM_HFCE,ESP,Gg_CO2,2002,7734.91484150122
A,EN_ATM_HFCE,ESP,Gg_CO2,2003,9871.0295695076
A,EN_ATM_HFCE,ESP,Gg_CO2,2004,10187.8717161566
A,EN_ATM_HFCE,ESP,Gg_CO2,2005,11470.6831990785
A,EN_ATM_HFCE,ESP,Gg_CO2,2006,14046.1715074284
A,EN_ATM_HFCE,ESP,Gg_CO2,2007,16051.010533665
A,EN_ATM_HFCE,ESP,Gg_CO2,2008,17011.5622208581
A,EN_ATM_HFCE,ESP,Gg_CO2,2009,15586.63649057
A,EN_ATM_HFCE,ESP,Gg_CO2,2010,16070.2826611012
A,EN_ATM_HFCE,ESP,Gg_CO2,2011,15368.2222384981
A,EN_ATM_HFCE,ESP,Gg_CO2,2012,15352.5843720182
A,EN_ATM_HFCE,ESP,Gg_CO2,2013,15245.5838954955
A,EN_ATM_HFCE,ESP,Gg_CO2,2014,15109.5030017427
A,EN_ATM_HFCE,ESP,Gg_CO2,2015,8440.53212559981
A,EN_ATM_HFCE,ESP,Gg_CO2,2016,8201.51010951851
A,EN_ATM_HFCE,ESP,Gg_CO2,2017,6309.32048237598
A,EN_ATM_HFCE,EST,Gg_CO2,1992,17.51317997
A,EN_ATM_HFCE,EST,Gg_CO2,1993,20.0196946835335
A,EN_ATM_HFCE,EST,Gg_CO2,1994,22.9149299854698
A,EN_ATM_HFCE,EST,Gg_CO2,1995,28.454399857753
A,EN_ATM_HFCE,EST,Gg_CO2,1996,34.5582801517728
A,EN_ATM_HFCE,EST,Gg_CO2,1997,41.3138200581129
A,EN_ATM_HFCE,EST,Gg_CO2,1998,52.2518396218539
A,EN_ATM_HFCE,EST,Gg_CO2,1999,63.394363404444
A,EN_ATM_HFCE,EST,Gg_CO2,2000,79.1473138284342
A,EN_ATM_HFCE,EST,Gg_CO2,2001,97.1867162081839
A,EN_ATM_HFCE,EST,Gg_CO2,2002,98.8306106453945
A,EN_ATM_HFCE,EST,Gg_CO2,2003,104.867951566727
A,EN_ATM_HFCE,EST,Gg_CO2,2004,119.327334223453
A,EN_ATM_HFCE,EST,Gg_CO2,2005,134.958268474771
A,EN_ATM_HFCE,EST,Gg_CO2,2006,154.56619902732
A,EN_ATM_HFCE,EST,Gg_CO2,2007,170.367740074701
A,EN_ATM_HFCE,EST,Gg_CO2,2008,150.394817419873
A,EN_ATM_HFCE,EST,Gg_CO2,2009,157.529599176477
A,EN_ATM_HFCE,EST,Gg_CO2,2010,175.536768321398
A,EN_ATM_HFCE,EST,Gg_CO2,2011,183.329441187338
A,EN_ATM_HFCE,EST,Gg_CO2,2012,193.343849912393
A,EN_ATM_HFCE,EST,Gg_CO2,2013,207.749513049444
A,EN_ATM_HFCE,EST,Gg_CO2,2014,218.139128103282
A,EN_ATM_HFCE,EST,Gg_CO2,2015,223.206885358881
A,EN_ATM_HFCE,EST,Gg_CO2,2016,235.583710825673
A,EN_ATM_HFCE,EST,Gg_CO2,2017,236.240205132135
A,EN_ATM_HFCE,EU1,Gg_CO2,1990,29140.9372182882
A,EN_ATM_HFCE,EU1,Gg_CO2,1991,29198.1322711794
A,EN_ATM_HFCE,EU1,Gg_CO2,1992,31636.5433302535
A,EN_ATM_HFCE,EU1,Gg_CO2,1993,34630.8938629599
A,EN_ATM_HFCE,EU1,Gg_CO2,1994,39378.5099741746
A,EN_ATM_HFCE,EU1,Gg_CO2,1995,44149.8009799001
A,EN_ATM_HFCE,EU1,Gg_CO2,1996,51721.2985544044
A,EN_ATM_HFCE,EU1,Gg_CO2,1997,59806.8526792344
A,EN_ATM_HFCE,EU1,Gg_CO2,1998,61634.0694675453
A,EN_ATM_HFCE,EU1,Gg_CO2,1999,53409.0584732212
A,EN_ATM_HFCE,EU1,Gg_CO2,2000,54925.4865506244
A,EN_ATM_HFCE,EU1,Gg_CO2,2001,54681.7999550649
A,EN_ATM_HFCE,EU1,Gg_CO2,2002,58439.0663684262
A,EN_ATM_HFCE,EU1,Gg_CO2,2003,65929.3648416649
A,EN_ATM_HFCE,EU1,Gg_CO2,2004,70331.2541512438
A,EN_ATM_HFCE,EU1,Gg_CO2,2005,77246.4680105803
A,EN_ATM_HFCE,EU1,Gg_CO2,2006,83528.0348923351
A,EN_ATM_HFCE,EU1,Gg_CO2,2007,90781.805043222
A,EN_ATM_HFCE,EU1,Gg_CO2,2008,96383.7024933034
A,EN_ATM_HFCE,EU1,Gg_CO2,2009,97856.5093971819
A,EN_ATM_HFCE,EU1,Gg_CO2,2010,103844.774645629
A,EN_ATM_HFCE,EU1,Gg_CO2,2011,105503.772925004
A,EN_ATM_HFCE,EU1,Gg_CO2,2012,108554.339072994
A,EN_ATM_HFCE,EU1,Gg_CO2,2013,110845.705154644
A,EN_ATM_HFCE,EU1,Gg_CO2,2014,113298.67562627
A,EN_ATM_HFCE,EU1,Gg_CO2,2015,109201.201556277
A,EN_ATM_HFCE,EU1,Gg_CO2,2016,107067.315028461
A,EN_ATM_HFCE,EU1,Gg_CO2,2017,104900.11655767
A,EN_ATM_HFCE,FIN,Gg_CO2,1990,0.02094836
A,EN_ATM_HFCE,FIN,Gg_CO2,1991,0.03298412
A,EN_ATM_HFCE,FIN,Gg_CO2,1992,0.0456544
A,EN_ATM_HFCE,FIN,Gg_CO2,1993,0.20379561
A,EN_ATM_HFCE,FIN,Gg_CO2,1994,81.238862214434
A,EN_ATM_HFCE,FIN,Gg_CO2,1995,149.809616160777
A,EN_ATM_HFCE,FIN,Gg_CO2,1996,233.43773451629
A,EN_ATM_HFCE,FIN,Gg_CO2,1997,333.483437349146
A,EN_ATM_HFCE,FIN,Gg_CO2,1998,442.448152449464
A,EN_ATM_HFCE,FIN,Gg_CO2,1999,540.275917834763
A,EN_ATM_HFCE,FIN,Gg_CO2,2000,715.399380975881
A,EN_ATM_HFCE,FIN,Gg_CO2,2001,786.504212659649
A,EN_ATM_HFCE,FIN,Gg_CO2,2002,880.740410656884
A,EN_ATM_HFCE,FIN,Gg_CO2,2003,978.751355621765
A,EN_ATM_HFCE,FIN,Gg_CO2,2004,1082.51657799978
A,EN_ATM_HFCE,FIN,Gg_CO2,2005,1157.9096476273
A,EN_ATM_HFCE,FIN,Gg_CO2,2006,1314.79714807372
A,EN_ATM_HFCE,FIN,Gg_CO2,2007,1350.82587198078
A,EN_ATM_HFCE,FIN,Gg_CO2,2008,1393.03855922533
A,EN_ATM_HFCE,FIN,Gg_CO2,2009,1396.43164300553
A,EN_ATM_HFCE,FIN,Gg_CO2,2010,1383.77422391128
A,EN_ATM_HFCE,FIN,Gg_CO2,2011,1383.90904812145
A,EN_ATM_HFCE,FIN,Gg_CO2,2012,1418.12669202686
A,EN_ATM_HFCE,FIN,Gg_CO2,2013,1425.48787008307
A,EN_ATM_HFCE,FIN,Gg_CO2,2014,1420.02807588046
A,EN_ATM_HFCE,FIN,Gg_CO2,2015,1390.02251941155
A,EN_ATM_HFCE,FIN,Gg_CO2,2016,1359.13822155169
A,EN_ATM_HFCE,FIN,Gg_CO2,2017,1278.58423220739
A,EN_ATM_HFCE,FRA,Gg_CO2,1990,4402.19994328629
A,EN_ATM_HFCE,FRA,Gg_CO2,1991,5124.37681761492
A,EN_ATM_HFCE,FRA,Gg_CO2,1992,4417.80752937641
A,EN_ATM_HFCE,FRA,Gg_CO2,1993,2936.3826813825
A,EN_ATM_HFCE,FRA,Gg_CO2,1994,1955.03486596281
A,EN_ATM_HFCE,FRA,Gg_CO2,1995,1897.62656579343
A,EN_ATM_HFCE,FRA,Gg_CO2,1996,3251.52569644706
A,EN_ATM_HFCE,FRA,Gg_CO2,1997,4065.77529919617
A,EN_ATM_HFCE,FRA,Gg_CO2,1998,4299.7620803008
A,EN_ATM_HFCE,FRA,Gg_CO2,1999,5378.04131748462
A,EN_ATM_HFCE,FRA,Gg_CO2,2000,6629.80896885777
A,EN_ATM_HFCE,FRA,Gg_CO2,2001,8078.18568035124
A,EN_ATM_HFCE,FRA,Gg_CO2,2002,9365.92138177029
A,EN_ATM_HFCE,FRA,Gg_CO2,2003,10741.3795390196
A,EN_ATM_HFCE,FRA,Gg_CO2,2004,12110.6189620266
A,EN_ATM_HFCE,FRA,Gg_CO2,2005,13396.8089259879
A,EN_ATM_HFCE,FRA,Gg_CO2,2006,14395.812914468
A,EN_ATM_HFCE,FRA,Gg_CO2,2007,15251.5894918438
A,EN_ATM_HFCE,FRA,Gg_CO2,2008,16136.452365009
A,EN_ATM_HFCE,FRA,Gg_CO2,2009,16274.7263197732
A,EN_ATM_HFCE,FRA,Gg_CO2,2010,17351.338168414
A,EN_ATM_HFCE,FRA,Gg_CO2,2011,18486.0846310487
A,EN_ATM_HFCE,FRA,Gg_CO2,2012,18845.6289134515
A,EN_ATM_HFCE,FRA,Gg_CO2,2013,18905.9568720835
A,EN_ATM_HFCE,FRA,Gg_CO2,2014,18936.6769960713
A,EN_ATM_HFCE,FRA,Gg_CO2,2015,19187.3426160517
A,EN_ATM_HFCE,FRA,Gg_CO2,2016,19345.237639675
A,EN_ATM_HFCE,FRA,Gg_CO2,2017,18779.3890039865
A,EN_ATM_HFCE,GBR,Gg_CO2,1990,14391.4266541955
A,EN_ATM_HFCE,GBR,Gg_CO2,1991,14991.0501197549
A,EN_ATM_HFCE,GBR,Gg_CO2,1992,15597.6363274295
A,EN_ATM_HFCE,GBR,Gg_CO2,1993,16505.7021464595
A,EN_ATM_HFCE,GBR,Gg_CO2,1994,17593.4562840294
A,EN_ATM_HFCE,GBR,Gg_CO2,1995,19096.1355211491
A,EN_ATM_HFCE,GBR,Gg_CO2,1996,20249.4293437575
A,EN_ATM_HFCE,GBR,Gg_CO2,1997,23104.753409987
A,EN_ATM_HFCE,GBR,Gg_CO2,1998,20074.6709186487
A,EN_ATM_HFCE,GBR,Gg_CO2,1999,11466.0013074787
A,EN_ATM_HFCE,GBR,Gg_CO2,2000,9884.19845791663
A,EN_ATM_HFCE,GBR,Gg_CO2,2001,10893.6007744636
A,EN_ATM_HFCE,GBR,Gg_CO2,2002,11391.6192494335
A,EN_ATM_HFCE,GBR,Gg_CO2,2003,12829.6786356743
A,EN_ATM_HFCE,GBR,Gg_CO2,2004,11909.7323821654
A,EN_ATM_HFCE,GBR,Gg_CO2,2005,13132.3641013605
A,EN_ATM_HFCE,GBR,Gg_CO2,2006,14047.0012520001
A,EN_ATM_HFCE,GBR,Gg_CO2,2007,14496.855881259
